repository_name,site,views,unique_visitors/cloners
imapsync,Google,2474,1037
imapsync,github.com,165,67
imapsync,imapsync.lamiral.info,98,32
imapsync,habrahabr.ru,65,15
imapsync,yandex.ru,31,15
imapsync,lowendtalk.com,29,8
imapsync,wiki.ubuntuusers.de,27,10
imapsync,DuckDuckGo,26,14
imapsync,t.co,21,6
imapsync,tecadmin.net,21,5
