repository_name,date,views,unique_visitors/cloners
imapsync,2018-04-22,12,10
imapsync,2018-04-23,497,176
imapsync,2018-04-24,377,180
imapsync,2018-04-25,342,148
imapsync,2018-04-26,366,156
imapsync,2018-04-27,358,139
imapsync,2018-04-28,157,73
imapsync,2018-04-29,153,66
imapsync,2018-04-30,264,122
imapsync,2018-05-01,221,92
imapsync,2018-05-02,308,136
imapsync,2018-05-03,348,139
imapsync,2018-05-04,345,132
imapsync,2018-05-05,196,69
imapsync,2018-05-06,125,50
